animal_taxon_name,Species,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Number of Records,Victoria : Conservation Status,EPBC Act Threatened Species,Weeds of National Significance (WoNS) as at Feb. 2013,VIC State Notifiable Pests,image_url,summary
Saissetia coffeae,https://biodiversity.org.au/afd/taxa/7e3866a0-7f49-4177-ad2c-d1a8a4c08ed4,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Saissetia,Hemispherical Scale,7,,,,,https://images.ala.org.au/image/proxyImage?imageId=3ce06b52-4e1b-4e6a-8d47-a378eccc8d80,"Saissetia coffeae, known generally as hemispherical scale, is a species of soft scale insect in the family Coccidae. Other common names include the helmet scale and coffee brown scale."
Chrysolina hyperici,https://biodiversity.org.au/afd/taxa/d6d8ef1d-241d-4b4e-b10c-c7a462c18eca,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,St John's Wort Leaf Beetle,50,,,,,https://images.ala.org.au/image/proxyImage?imageId=bdbe25e9-701f-4b01-bd84-fb2125653bfd,"Chrysolina hyperici, the Saint John's wort beetle is a species of beetles of the family Chrysomelidae."
Tyria jacobaeae,https://biodiversity.org.au/afd/taxa/63265ec4-e359-4645-8683-7876e3ec7a25,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tyria,,40,,,,,https://images.ala.org.au/image/proxyImage?imageId=a3e823ff-a5a9-4eef-88d4-92c578454466,"The cinnabar moth is a brightly coloured arctiid moth found as a native species in Europe and western and central Asia then east across the Palearctic to Siberia to China. It has been introduced into New Zealand, Australia and North America to control ragwort, on which its larvae feed. The moth is named after the red mineral cinnabar because of the red patches on its predominantly black wings…"
Ctenoplusia albostriata,https://biodiversity.org.au/afd/taxa/22c519a0-6ada-4589-b4a2-e99dfe0e59d8,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ctenoplusia,,9,,,,,https://images.ala.org.au/image/proxyImage?imageId=2ece1980-1798-4a6a-b447-18859ab02b5d,"Ctenoplusia albostriata, the eastern streaked plusia, is a moth of the family Noctuidae. It is found in India, Sri Lanka, eastern Asia and the Pacific, including Borneo, Hong Kong, Vietnam, Japan, most of Australia and New Zealand."
Trichosirocalus horridus,https://biodiversity.org.au/afd/taxa/ae3cc1cd-43fe-47ba-8141-58f85b5bbf3f,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trichosirocalus,Thistle Rosette Weevil,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=c3058581-b96a-45e4-8076-95442ee0c415,"Trichosirocalus horridus is a species of true weevil, native to Europe. It is a biological pest control agent that was introduced into the United States in 1974 to control exotic thistles, especially in the Cirsium and Carduus genera."
Inopus rubriceps,https://biodiversity.org.au/afd/taxa/7714ed1e-2af0-4d51-aa57-2437e02cae62,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Inopus,,46,,,,,https://images.ala.org.au/image/proxyImage?imageId=d8ada808-97f2-4256-a756-efb243f9adbb,"Inopus rubriceps, known generally as the sugarcane soldier fly or Australian soldier fly, is a species of soldier fly in the family Stratiomyidae. The fly acts as a host for the parasitoid wasps Neurogalesus carinatus and Neurogalesus militis. The species causes damage to pasture, as well as oat and maize crops, however the degree of damage it causes means it is not considered a major pest."
Anisynta monticolae,https://biodiversity.org.au/afd/taxa/8879dc74-620a-4283-ad1c-c15bbd53e3a4,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Anisynta,Mountain Skipper,39,,,,,https://images.ala.org.au/image/proxyImage?imageId=97572453-13ac-41b1-8b70-112df130ed45,"Anisynta monticolae, the montane grass-skipper or mountain skipper, is a species of butterfly in the family Hesperiidae. It is found in Australia from the mountains of New South Wales and Victoria."
Tinginotum minutum,https://biodiversity.org.au/afd/taxa/a598f485-7f09-42e3-9a9c-a5d7cd9a5cb3,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Tinginotum,,36,,,,,https://images.ala.org.au/image/proxyImage?imageId=3e209ee3-05e5-42c4-af0e-d48cb0e768f7,
Theretra oldenlandiae,https://biodiversity.org.au/afd/taxa/f9f3295c-092b-42a3-8703-237b21ae687c,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Theretra,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=7a3234df-c426-4409-ba99-23a8c086ed13,"Theretra oldenlandiae, the impatiens hawkmoth, taro hornworm or white-banded hunter hawkmoth, is a member of the family Sphingidae."
Branta canadensis,https://biodiversity.org.au/afd/taxa/6e380202-046a-42a1-bc63-db5ee340fa39,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Canada Goose,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=422352b5-0349-40c5-b74b-d6ba86be78c4,"The Canada goose is a large species of goose with a black head and neck, white cheeks, white under its chin, and a brown body. It is native to the arctic and temperate regions of North America, and it is occasionally found during migration across the Atlantic in northern Europe…"
Odontomyia hunteri,https://biodiversity.org.au/afd/taxa/ca1a6b85-5f35-4559-8f3b-4071f939d855,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Odontomyia,,98,,,,,https://images.ala.org.au/image/proxyImage?imageId=cc2f53f0-577f-4e55-ad02-8ed2f80e428e,"Odontomyia hunteri is an Australian species of soldier fly in the family Stratiomyidae. The original insect was collected by Captain King. The species was named in honour of the Mermaid's surgeon James Hunter in 1826, by Alexander Macleay."
Phytophthora cinnamomi,https://id.biodiversity.org.au/node/fungi/60106742,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Cinnamon Fungus,12,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=b0b538d3-5930-4106-94dd-120de83da856,"Phytophthora cinnamomi, also known as cinnamon fungus, is a soil-borne water mould that produces an infection which causes a condition in plants variously called ""dieback"", ""root rot"", or, ""ink disease""."
Epiblema strenuana,https://biodiversity.org.au/afd/taxa/3d62c224-1642-4c6b-a2bc-4f77f129d7ee,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiblema,,3,,,,,https://images.ala.org.au/image/proxyImage?imageId=95a7ef73-12a8-43a7-a8d4-292038e5b79d,"Epiblema strenuana, the stem-galling moth or ragweed borer, is a moth of the family Tortricidae. It is endemic to North America, but was introduced to Australia from Mexico to control the weeds of the family Asteraceae in 1982. It is occasionally misspelled as Epiblema strenuanum."
Callocephalon fimbriatum,https://biodiversity.org.au/afd/taxa/6c646af8-06fb-40ae-83aa-3dd001cc4ea6,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Callocephalon,Gang-gang Cockatoo,27979,Endangered,Endangered,,,https://images.ala.org.au/image/proxyImage?imageId=8d635726-8b0c-4110-8a98-960707743516,"The gang-gang cockatoo is a parrot found in the cooler and wetter forests and woodlands of Australia, particularly alpine bushland. It is the only species placed in the genus Callocephalon. Mostly mild grey in colour with some lighter scalloping, the male has a red head and crest, while the female has a small fluffy grey crest. It ranges throughout south-eastern Australia…"
Hyalopterus pruni,https://biodiversity.org.au/afd/taxa/b71b39b4-71f4-4253-aa78-bebc42de8442,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hyalopterus,Mealy Plum Aphid,13,,,,,https://images.ala.org.au/image/proxyImage?imageId=e1843a9a-a9eb-4423-b45a-b1c59c78cdd7,"Hyalopterus pruni, the mealy plum aphid, is an aphid in the superfamily Aphidoidea in the order Hemiptera. It is a true bug and sucks sap from plants."
Brachymeria podagrica,https://biodiversity.org.au/afd/taxa/7fcfc328-5331-4218-9345-055a70216681,Animalia,Arthropoda,Insecta,Hymenoptera,Chalcididae,Brachymeria,,24,,,,,https://images.ala.org.au/image/proxyImage?imageId=23209c9e-31a6-4614-bc89-ef59b5e3c647,
Xanthogaleruca luteola,https://biodiversity.org.au/afd/taxa/702ee7ab-d6b1-4fc5-845d-46aaec6ae484,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Xanthogaleruca,Elm Leaf Beetle,728,,,,,https://images.ala.org.au/image/proxyImage?imageId=12408ab0-481b-40d4-88fb-5e85ddb61696,"Xanthogaleruca luteola, commonly known as the elm-leaf beetle, is a beetle species in the family Chrysomelidae that is native to Europe but invasive in other parts of the world."
Eumerus obliquus,https://biodiversity.org.au/afd/taxa/22733091-ad72-4da0-9295-e57c5daa3d75,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eumerus,,65,,,,,https://images.ala.org.au/image/proxyImage?imageId=8488c462-b6d8-4d89-9e69-df41fd4f6a6a,
Cephonodes kingii,https://biodiversity.org.au/afd/taxa/ece511ed-e4ba-436c-bc80-4a9c82540a76,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Cephonodes,Bee Hawk Moth,6,,,,,https://images.ala.org.au/image/proxyImage?imageId=596a7927-a15f-4bca-a6a4-8a72fa8b78f0,"Cephonodes kingii, the gardenia bee hawk, is a moth of the family Sphingidae."
Herpetogramma licarsisalis,https://biodiversity.org.au/afd/taxa/63f90170-118f-4b12-8330-63d61ca6ae53,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma,Sod Webworm,5,,,,,https://images.ala.org.au/image/proxyImage?imageId=433929a2-4047-4aeb-b3b4-3e443df02311,"Herpetogramma licarsisalis, commonly known as the grass webworm or pale sod-webworm, is a species of moth in the family Crambidae."
Achroia grisella,https://biodiversity.org.au/afd/taxa/d78a7c02-db06-419d-afb0-93a8de983088,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Achroia,Lesser Wax Moth,8,,,,,https://images.ala.org.au/image/proxyImage?imageId=ce021fd0-c63e-44ba-955c-793f36daf0a8,"The lesser wax moth is a small moth of the snout moth family (Pyralidae) that belongs to the subfamily Galleriinae. The species was first described by Johan Christian Fabricius in 1794. Adults are about 0.5 inches (13 mm) in length and have a distinct yellow head with a silver-grey or beige body. Lesser wax moths are common in most parts of the world, except in areas with cold climates…"
Uromyces viciae-fabae,NZOR-6-45586,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces,,3,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=6afba15b-6248-415d-b210-dc560052b441,"Uromyces viciae-fabae var. viciae-fabae is a plant pathogen commonly known as faba-bean rust. The rust is distinguished by the typical rust-like marks on the stem and leaves, causing defoliation and loss of photosynthetic surface along with reduction in yield. The disease is fungal and is autoecious meaning it has one plant host…"
Hellula hydralis,https://biodiversity.org.au/afd/taxa/146f01aa-333f-4744-a8a2-f90a8e9c6050,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hellula,Grass Moth,1081,,,,,https://images.ala.org.au/image/proxyImage?imageId=7017d120-1170-4ec6-bd31-d281651a9e50,"Hellula hydralis, the cabbage centre grub, is a moth of the family Crambidae. It was described by Achille Guenée in 1854 and is found throughout Australia."
Diadegma semiclausum,https://biodiversity.org.au/afd/taxa/d8347301-64d4-46b1-8975-c1aedce07252,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diadegma,,6,,,,,https://images.ala.org.au/image/proxyImage?imageId=27729440-cd98-4877-9bb5-bc6859bf58ff,Diadegma semiclausum is a species of parasitic wasp in the family Ichneumonidae. Its larvae are parasites of the larvae of the diamondback moth and certain other moths.
Nyctemera baulus,https://biodiversity.org.au/afd/taxa/e78784a4-71a6-4749-b23a-53fd838ac9a6,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Nyctemera,,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=3cafc2b9-bbf3-475c-afcc-9f649239dc80,"Nyctemera baulus is a moth of the family Erebidae. It is found from India to Samoa. Records include Queensland, Indonesia and New Guinea."
Agrotis infusa,https://biodiversity.org.au/afd/taxa/5076c757-134a-477f-b7fe-cf4cd6f39527,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Bogong Moth,1889,,,,,https://images.ala.org.au/image/proxyImage?imageId=04f27fe6-8ca3-4dcd-a94f-f1ec41395b8b,"The bogong moth is a temperate species of night-flying moth, notable for its biannual long-distance seasonal migrations towards and from the Australian Alps, similar to the diurnal monarch butterfly. During the autumn and winter it is found in southern Queensland, western New South Wales, western Victoria, and also in South and Western Australia…"
Stenoderus suturalis,https://biodiversity.org.au/afd/taxa/ead4aed4-b7dd-4c0b-8fbf-a72ab69b0403,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenoderus,,434,,,,,https://images.ala.org.au/image/proxyImage?imageId=ba098591-a4a5-43ef-ba10-b8ad90e892b7,
Liriomyza brassicae,https://biodiversity.org.au/afd/taxa/19a1a4d0-d22a-489b-a4e2-4a38f7c1d588,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Liriomyza,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=663a81d2-909e-4adb-8721-efc2b0743f99,"The serpentine leaf miner is the larva of a fly, Liriomyza brassicae, in the family Agromyzidae, the leaf miner flies. It mines wild and cultivated plants, such as cabbage, broccoli, cauliflower and Chinese broccoli."
Listroderes difficilis,https://biodiversity.org.au/afd/taxa/6e05d481-3e1a-4564-9029-72909eff691c,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Listroderes,Vegetable Weevil,3,,,,,https://images.ala.org.au/image/proxyImage?imageId=f08be038-4cab-4124-8ed7-dfd105a85dc8,
Bathytricha aethalion,https://biodiversity.org.au/afd/taxa/cfc64633-8262-4b2f-9657-198a09d11684,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Bathytricha,Owlet Moth,8,,,,,https://images.ala.org.au/image/proxyImage?imageId=cbf5c5db-2617-4ac4-b6f9-830630035dfe,
Achyra massalis,https://biodiversity.org.au/afd/taxa/e733f5c1-ad23-4a9a-9ba6-00ab8aacdcc7,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Achyra,,22,,,,,https://images.ala.org.au/image/proxyImage?imageId=41d6a631-a7fe-4e5f-9697-f92d86e5c667,"Achyra massalis, the ombava, is a moth of the family Crambidae. The species was described by Francis Walker in 1859. It is found in most of the Old World tropics, including Réunion, Namibia and Australia."
Bathytricha truncata,https://biodiversity.org.au/afd/taxa/40470bb1-3e89-4944-b2ef-55d7a0439fdb,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Bathytricha,Sugarcane And Maize Stemborer Moth,44,,,,,https://images.ala.org.au/image/proxyImage?imageId=5639e018-82aa-431c-9bca-47bdf499a0a1,
Agrotis radians,https://biodiversity.org.au/afd/taxa/5eef7fa6-18cb-4d31-8d3f-0c13b64891fe,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Owlet Moth,16,,,,,https://images.ala.org.au/image/proxyImage?imageId=707c5c4e-642c-48aa-832f-74e6b0327687,"Agrotis radians is a moth of the family Noctuidae. It is found in the Australian Capital Territory, Queensland, New South Wales and Tasmania."
Hofmannophila pseudospretella,https://biodiversity.org.au/afd/taxa/465c0bbb-0b2e-4b80-9ff9-d6edaa3efc21,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Hofmannophila,,222,,,,,https://images.ala.org.au/image/proxyImage?imageId=38d3f99b-8103-4ba6-99c9-08cad5f6a40b,"Hofmannophila is a genus of moths in the concealer moth family Oecophoridae. It is monotypic, with the single species Hofmannophila pseudospretella, the brown house moth, which appears to be closely related to species of the genus Borkhausenia."
Phyllosticta citricarpa,NZOR-6-41211,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,,1,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=d7b22d8e-685d-43b8-aea6-202ee3ec22fc,"Citrus black spot is a fungal disease caused by Phyllosticta citricarpa(previously known as Guignardia citricarpa). This Ascomycete fungus affects citrus plants throughout subtropical climates, causing a reduction in both fruit quantity and quality."
Listronotus bonariensis,https://biodiversity.org.au/afd/taxa/873e5af3-b562-4b67-945c-55713d68c416,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Listronotus,Argentine Stem Weevil,4,,,,,https://images.ala.org.au/image/proxyImage?imageId=1c230b47-7b86-41c0-8244-c57091cb8408,"Listronotus bonariensis is a species of weevil that is native to South America and is commonly known as the Argentine stem weevil. It is a pest of grasses and cereals, with the larvae being more destructive than the adult insects. It has spread to Australia and New Zealand, where it is regarded as a pest species."
Aphidius colemani,https://biodiversity.org.au/afd/taxa/d5319d48-79f6-43b3-bc6d-eb5dca8a272a,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aphidius,Parasitoid Wasp,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=eb7e8da8-8afc-4f55-8803-04f2c8345f91,
Eublemma cochylioides,https://biodiversity.org.au/afd/taxa/b08d6ba1-a92e-4f16-aaab-c76e926d5219,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eublemma,Eublemma Moth,23,,,,,https://images.ala.org.au/image/proxyImage?imageId=1db8f010-ef71-429d-aff7-5fc8deae8adf,"Eublemma cochylioides, the pink-barred eublemma, is a species of moth of the family Erebidae described by Achille Guenée in 1852."
Stegasta variana,https://biodiversity.org.au/afd/taxa/cd337ca3-f918-473e-864d-56fb1db8ae82,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Stegasta,,17,,,,,https://images.ala.org.au/image/proxyImage?imageId=48abf38f-b272-4d15-8542-f59aa65e0a0b,"Stegasta variana is a species of moth of the family Gelechiidae. It is found in Queensland, China, India, Malaysia, Réunion and Africa."
Bipalium kewense,https://biodiversity.org.au/afd/taxa/798b7706-cf22-48ae-9778-026980b8cb13,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Bipalium,,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=4304c669-7454-425e-9f0c-5c9239b7c423,"Bipalium kewense, also known as the shovel-headed garden worm, is a species of large predatory land planarian with a cosmopolitan distribution. It is sometimes referred to as a ""hammerhead flatworm"" due to its half-moon-shaped head, but this name is also used to refer to other species in the subfamily Bipaliinae."
Aulacaspis rosae,https://biodiversity.org.au/afd/taxa/b26ec6ab-a5aa-475a-941e-d285afe70c95,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Aulacaspis,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=d5e82241-201f-4f8f-a9a8-6bcafc7f3c8d,
Monilinia fructicola,https://id.biodiversity.org.au/node/fungi/60111563,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,,1,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=e745aac3-a541-4672-8752-79e412c89497,"Monilinia fructicola is a species of fungus in the order Helotiales. A plant pathogen, it is the causal agent of brown rot of stone fruits."
Agrotis munda,https://biodiversity.org.au/afd/taxa/37dbd3f0-21ce-40ab-ab03-4d249ef05241,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Brown Cutworm Moth,1451,,,,,https://images.ala.org.au/image/proxyImage?imageId=64a1216b-64d8-48e7-b5ff-6606c5555008,"Agrotis munda, the brown cutworm or pink cutworm, is a noctuid moth. It is endemic to Australia. It is present in New Zealand."
Trigonodes hyppasia,https://biodiversity.org.au/afd/taxa/9434b658-107a-4736-a4c1-741a37ff68de,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Trigonodes,Chaciope Deliana Moth,10,,,,,https://images.ala.org.au/image/proxyImage?imageId=45a3d672-b9d2-4a7d-b7b1-61847072098c,"Trigonodes hyppasia, the triangles or semi-looper, is a moth in the family Erebidae. The species was first described by Pieter Cramer in 1779. It is largely cosmopolitan, found throughout Borneo, Fiji, India, Maldives, Nepal, Sri Lanka, São Tomé and Príncipe, Taiwan, Thailand, Zimbabwe, northern Australia, and almost all African countries."
Xylella fastidiosa,https://www.catalogueoflife.org/data/taxon/7FYW5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,,2,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=4334a988-e9eb-4a93-acb0-7f467cee6f3c,"Xylella fastidiosa is an aerobic, Gram-negative bacterium of the genus Xylella. It is a plant pathogen, that grows in the water transport tissues of plants and is transmitted exclusively by xylem sap-feeding insects such as sharpshooters and spittlebugs. Many plant diseases are due to infections of X…"
Solenopsis invicta,https://biodiversity.org.au/afd/taxa/9ea0ef1b-6c49-419e-848e-777a4b0d92ed,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Red Imported Fire Ant,1,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=e9a49165-1abd-4edc-ad3d-bec7a86e9acb,"Solenopsis invicta, the fire ant, or red imported fire ant (RIFA), is a species of ant native to South America. A member of the genus Solenopsis in the subfamily Myrmicinae, it was described by Swiss entomologist Felix Santschi as a variant of S. saevissima in 1916. Its current specific name invicta was given to the ant in 1972 as a separate species…"
Hednota longipalpella,https://biodiversity.org.au/afd/taxa/8de28b31-050d-415a-95fc-cb561d2fb4cb,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hednota,Grass Moth,31,,,,,https://images.ala.org.au/image/proxyImage?imageId=5aa2b79f-9f0a-42d9-b3de-975cfe48e23d,"Hednota longipalpella, the pasture webworm, is a moth species of the family Crambidae. It is found in most of mainland Australia."
Hednota panteucha,https://biodiversity.org.au/afd/taxa/00a21865-1971-470b-ac8c-b3139287e1e6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hednota,Grass Moth,19,,,,,https://images.ala.org.au/image/proxyImage?imageId=12e5a1ec-0066-4ef2-97e8-7e28edda1a93,"Hednota panteucha is a moth in the family Crambidae. It was described by Edward Meyrick in 1885. It is found in Australia, where it has been recorded from South Australia and Victoria."
Hednota pedionoma,https://biodiversity.org.au/afd/taxa/0fa027bf-cc4d-4c61-905a-4930ee94cf39,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hednota,Grass Moth,316,,,,,https://images.ala.org.au/image/proxyImage?imageId=ea9f8f5b-10f1-4dba-9681-7cadf8758001,"Hednota pedionoma is a moth of the family Crambidae described by Edward Meyrick in 1885. It is found in Western Australia, South Australia, Tasmania and Victoria."
Hednota crypsichroa,https://biodiversity.org.au/afd/taxa/6407a890-1405-48e3-a945-d52796cb4f3f,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hednota,Grass Moth,35,,,,,https://images.ala.org.au/image/proxyImage?imageId=a233b179-19b0-49d3-bcc2-dc0df8ec3249,"Hednota crypsichroa is a moth in the family of Crambidae. It was described by Oswald Bertram Lower in 1893. It is found in Australia, where it has been recorded from Victoria."
Persectania dyscrita,https://biodiversity.org.au/afd/taxa/7e2b592e-be8d-4354-8d84-077b38436e7b,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Persectania,Inland Armyworm,195,,,,,https://images.ala.org.au/image/proxyImage?imageId=affccab6-555b-4812-92b7-eed7857a3320,
Pseudococcus calceolariae,https://biodiversity.org.au/afd/taxa/77f182ae-536f-49ed-837e-93f382b4e874,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Pseudococcus,Citrophilus Mealybug,35,,,,,https://images.ala.org.au/image/proxyImage?imageId=9becf536-492a-49c9-847f-45fe418f8d2a,Pseudococcus calceolariae is a species of mealybug broadly similar to other species of Pseudococcus.
Acosmeryx anceus,https://biodiversity.org.au/afd/taxa/7eb31c55-b939-45f6-b59d-1c6178b0500c,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Acosmeryx,Moth,7,,,,,https://images.ala.org.au/image/proxyImage?imageId=53c969d1-5bd0-4e84-81bb-5489d66d8e0f,"Acosmeryx anceus is a moth of the family Sphingidae. It was described by Caspar Stoll in 1781, and it is known from India, Myanmar, New Guinea, and Queensland, Australia."
Hippotion scrofa,https://biodiversity.org.au/afd/taxa/f941d4ec-007c-4c73-8952-994801e178e2,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hippotion,Scrofa Hawk Moth,575,,,,,https://images.ala.org.au/image/proxyImage?imageId=b2956d9e-6f77-4f56-bc3f-1a3817b0c505,Hippotion scrofa is a moth of the family Sphingidae.
Saissetia oleae,https://biodiversity.org.au/afd/taxa/876f8f7b-a318-4e65-9bdb-59548aa4ac38,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Saissetia,Cochnilha-negra,9,,,,,https://images.ala.org.au/image/proxyImage?imageId=40b74c03-b547-447c-9daf-eb970923387f,"Saissetia oleae is a scale insect in the family Coccidae. It is considered one of the three main phytophagous parasites of the olive tree, together with the olive fruit fly and the olive moth…"
